clusterName,f-measure,True Negative ,False Positive,False Negative,True Positive,markerCount,1,2,3,4,5,6,index
cl53_i85_Dclk2_Pvalb,0.361904762,11602,72,47,38,6,mRNA_Ank1,mRNA_Btbd11,mRNA_Calb1,mRNA_Lhx6,mRNA_Nxph1,mRNA_Pvalb,cl53_i85_Dclk2_Pvalb&mRNA_Ank1>=5.108979225158691&mRNA_Btbd11>=6.4578962326049805&mRNA_Calb1>=3.869969367980957&mRNA_Lhx6>=4.975196838378906&mRNA_Nxph1>=8.906513214111328&mRNA_Pvalb>=8.918853759765625
cl54_i85_Thbs3_Vip,0.622568093,11663,11,53,32,4,mRNA_Adarb2,mRNA_Car4,mRNA_Fgfr3,mRNA_Penk,nan,nan,cl54_i85_Thbs3_Vip&mRNA_Adarb2>=8.264411926269531&mRNA_Car4>=5.26622200012207&mRNA_Fgfr3>=2.0851926803588867&mRNA_Penk>=9.37989616394043
cl57_i83_Myl1_Vip,0.501672241,11652,24,53,30,4,mRNA_Crh,mRNA_Penk,mRNA_Pvalb,mRNA_Vip,nan,nan,cl57_i83_Myl1_Vip&mRNA_Crh>=10.521114349365234&mRNA_Penk>=7.15060567855835&mRNA_Pvalb>=2.879122734069824&mRNA_Vip>=12.845237731933594
cl58_i81_Tmem255a_Sst,0.631229236,11661,17,43,38,4,mRNA_Calb1,mRNA_Crh,mRNA_Npy,mRNA_Reln,nan,nan,cl58_i81_Tmem255a_Sst&mRNA_Calb1>=11.550621032714844&mRNA_Crh>=1.430006504058838&mRNA_Npy>=12.158227920532227&mRNA_Reln>=7.321505546569824
cl5_i231_Nov_Vip,0.720524017,11513,15,132,99,3,mRNA_Car4,mRNA_Cxcl14,mRNA_Vip,nan,nan,nan,cl5_i231_Nov_Vip&mRNA_Car4>=9.657012939453125&mRNA_Cxcl14>=9.849603652954102&mRNA_Vip>=14.798515319824219
cl61_e77_Mir221_L6_IT,0.484848485,11676,6,61,16,4,mRNA_Calb1,mRNA_Neurod6,mRNA_Nrn1,mRNA_Tesc,nan,nan,cl61_e77_Mir221_L6_IT&mRNA_Calb1>=5.094414710998535&mRNA_Neurod6>=5.865091323852539&mRNA_Nrn1>=11.413131713867188&mRNA_Tesc>=6.583610534667969
cl62_e76_Apaf1_L23_IT,0.261627907,11498,185,22,54,4,mRNA_Calb1,mRNA_Igfbp6,mRNA_Neurod1,mRNA_Tesc,nan,nan,cl62_e76_Apaf1_L23_IT&mRNA_Calb1>=10.1861572265625&mRNA_Igfbp6>=3.89176344871521&mRNA_Neurod1>=5.43281364440918&mRNA_Tesc>=6.962366580963135
cl63_i73_Tac2_Vip,0.551724138,11684,2,57,16,3,mRNA_Penk,mRNA_Synpr,mRNA_Vip,nan,nan,nan,cl63_i73_Tac2_Vip&mRNA_Penk>=12.803786277770996&mRNA_Synpr>=12.042949676513672&mRNA_Vip>=15.737524032592773
cl65_i72_Tmem223_Lamp5,0.434782609,11675,12,56,16,3,mRNA_Cxcl14,mRNA_Ndnf,mRNA_Penk,nan,nan,nan,cl65_i72_Tmem223_Lamp5&mRNA_Cxcl14>=9.706888198852539&mRNA_Ndnf>=6.1096038818359375&mRNA_Penk>=4.791868209838867
cl66_e71_Serpinb11_L6b,0.793871866,11673,15,14,57,3,mRNA_Nrn1,mRNA_Nxph4,mRNA_Pcp4,nan,nan,nan,cl66_e71_Serpinb11_L6b&mRNA_Nrn1>=4.45770788192749&mRNA_Nxph4>=6.974357604980469&mRNA_Pcp4>=11.074166297912598
cl69_e70_Depdc7_L5_PT,0.336879433,11552,137,13,57,4,mRNA_Fezf2,mRNA_Itpka,mRNA_Lamp5,mRNA_Reln,nan,nan,cl69_e70_Depdc7_L5_PT&mRNA_Fezf2>=7.713873386383057&mRNA_Itpka>=7.451716899871826&mRNA_Lamp5>=9.889442443847656&mRNA_Reln>=2.7992444038391113
cl6_e204_Exosc4_L23_IT,0.477642276,11378,177,63,141,5,mRNA_Igfbp6,mRNA_Lamp5,mRNA_Neurod1,mRNA_Neurod6,mRNA_Tesc,nan,cl6_e204_Exosc4_L23_IT&mRNA_Igfbp6>=8.151724815368652&mRNA_Lamp5>=9.305765151977539&mRNA_Neurod1>=3.037872076034546&mRNA_Neurod6>=1.1220600605010986&mRNA_Tesc>=6.718398094177246
cl70_e70_Abca12_L5_NP,0.352494577,11541,148,5,65,5,mRNA_Neurod6,mRNA_Nrn1,mRNA_Nxph1,mRNA_Pcp4,mRNA_Slc17a7,nan,cl70_e70_Abca12_L5_NP&mRNA_Neurod6>=7.3792219161987305&mRNA_Nrn1>=6.747901916503906&mRNA_Nxph1>=4.3923659324646&mRNA_Pcp4>=10.851907730102539&mRNA_Slc17a7>=6.1474103927612305
cl71_e68_Mir153_L23_IT,0.1875,11691,0,65,3,2,mRNA_Calb1,mRNA_Nrn1,nan,nan,nan,nan,cl71_e68_Mir153_L23_IT&mRNA_Calb1>=9.480278968811035&mRNA_Nrn1>=12.04422664642334
cl72_i68_Bach2_Lamp5,0.339285714,11606,85,30,38,4,mRNA_Car4,mRNA_Ndnf,mRNA_Npy,mRNA_Reln,nan,nan,cl72_i68_Bach2_Lamp5&mRNA_Car4>=6.591629505157471&mRNA_Ndnf>=9.193717956542969&mRNA_Npy>=11.698102951049805&mRNA_Reln>=9.356260299682617
cl74_e68_Napsa_L6b,0.635964912,11680,11,39,29,5,mRNA_Fezf2,mRNA_Neurod6,mRNA_Nxph4,mRNA_Slc17a7,mRNA_Syt6,nan,cl74_e68_Napsa_L6b&mRNA_Fezf2>=5.706510543823242&mRNA_Neurod6>=8.015718460083008&mRNA_Nxph4>=2.1843950748443604&mRNA_Slc17a7>=9.34712028503418&mRNA_Syt6>=1.7461750507354736
cl76_e66_Pou2f2_L6_IT,0.100436681,11183,510,20,46,3,mRNA_Neurod6,mRNA_Penk,mRNA_Tesc,nan,nan,nan,cl76_e66_Pou2f2_L6_IT&mRNA_Neurod6>=8.315468788146973&mRNA_Penk>=4.572800159454346&mRNA_Tesc>=7.697199821472168
cl77_n66_Rlbp1_Oligo,0.909090909,11693,0,22,44,2,mRNA_Pcp4,mRNA_Pdgfra,nan,nan,nan,nan,cl77_n66_Rlbp1_Oligo&mRNA_Pcp4>=6.706864356994629&mRNA_Pdgfra>=10.306859016418457
cl78_e65_NA_L5_IT,0.621890547,11685,9,40,25,5,mRNA_Car4,mRNA_Deptor,mRNA_Fezf2,mRNA_Gm11549,mRNA_Rorb,nan,cl78_e65_NA_L5_IT&mRNA_Car4>=7.002745628356934&mRNA_Deptor>=6.330646514892578&mRNA_Fezf2>=1.1880874633789062&mRNA_Gm11549>=8.701170921325684&mRNA_Rorb>=6.171317100524902
cl79_i65_Tnni3k_Sst,0.599078341,11682,12,39,26,3,mRNA_Calb1,mRNA_Pvalb,mRNA_Rprml,nan,nan,nan,cl79_i65_Tnni3k_Sst&mRNA_Calb1>=12.834976196289062&mRNA_Pvalb>=4.163448333740234&mRNA_Rprml>=1.0224847793579102
cl81_e63_Msl2_L6_IT,0.454545455,11689,7,50,13,3,mRNA_Igfbp6,mRNA_Penk,mRNA_Slc17a7,nan,nan,nan,cl81_e63_Msl2_L6_IT&mRNA_Igfbp6>=6.899506092071533&mRNA_Penk>=1.635543942451477&mRNA_Slc17a7>=10.772706985473633
cl82_i63_NA_Vip,0.389830508,11661,35,40,23,4,mRNA_Crh,mRNA_Penk,mRNA_Synpr,mRNA_Vip,nan,nan,cl82_i63_NA_Vip&mRNA_Crh>=12.048967361450195&mRNA_Penk>=11.648509979248047&mRNA_Synpr>=11.694880485534668&mRNA_Vip>=15.485057830810547
cl83_n62_Ccl19_VLMC,0.70855615,11672,25,9,53,2,mRNA_Ndnf,mRNA_Ptn,nan,nan,nan,nan,cl83_n62_Ccl19_VLMC&mRNA_Ndnf>=1.1063528060913086&mRNA_Ptn>=12.532588005065918
cl84_i62_NA_Lamp5,0.423280423,11650,47,30,32,5,mRNA_Cxcl14,mRNA_Deptor,mRNA_Lamp5,mRNA_Ndnf,mRNA_Npy,nan,cl84_i62_NA_Lamp5&mRNA_Cxcl14>=8.768339157104492&mRNA_Deptor>=6.730752468109131&mRNA_Lamp5>=10.628400802612305&mRNA_Ndnf>=7.117493629455566&mRNA_Npy>=7.406578063964844
cl85_i60_Snai2_Lamp5,0.769230769,11699,0,36,24,2,mRNA_Lamp5,mRNA_Lhx6,nan,nan,nan,nan,cl85_i60_Snai2_Lamp5&mRNA_Lamp5>=9.964540481567383&mRNA_Lhx6>=8.701770782470703
cl88_i60_NA_Lamp5,0.264423077,11550,149,16,44,5,mRNA_Lamp5,mRNA_Ndnf,mRNA_Npy,mRNA_Nxph1,mRNA_Reln,nan,cl88_i60_NA_Lamp5&mRNA_Lamp5>=10.726359367370605&mRNA_Ndnf>=8.498577117919922&mRNA_Npy>=9.827696800231934&mRNA_Nxph1>=6.59938383102417&mRNA_Reln>=9.369455337524414
cl89_i60_Clnk_Lamp5,0.506756757,11670,29,30,30,4,mRNA_Adarb2,mRNA_Cryab,mRNA_Deptor,mRNA_Reln,nan,nan,cl89_i60_Clnk_Lamp5&mRNA_Adarb2>=8.802852630615234&mRNA_Cryab>=8.678780555725098&mRNA_Deptor>=7.769839763641357&mRNA_Reln>=9.323007583618164
cl8_e168_Adam8_L6_IT,0.384358289,11374,217,53,115,3,mRNA_Calb1,mRNA_Neurod6,mRNA_Tesc,nan,nan,nan,cl8_e168_Adam8_L6_IT&mRNA_Calb1>=5.410125255584717&mRNA_Neurod6>=8.296669960021973&mRNA_Tesc>=7.9309539794921875
cl90_i59_Rom1_Pvalb,0.594855305,11674,26,22,37,4,mRNA_Gad1,mRNA_Pvalb,mRNA_Reln,mRNA_Slc6a1,nan,nan,cl90_i59_Rom1_Pvalb&mRNA_Gad1>=11.533763885498047&mRNA_Pvalb>=8.05465316772461&mRNA_Reln>=0.542176365852356&mRNA_Slc6a1>=9.939678192138672
cl91_i59_Slc18a3_Vip,0.424710425,11672,28,37,22,4,mRNA_Brinp3,mRNA_Crh,mRNA_Penk,mRNA_Rspo1,nan,nan,cl91_i59_Slc18a3_Vip&mRNA_Brinp3>=6.104239463806152&mRNA_Crh>=0.5304124355316162&mRNA_Penk>=9.194141387939453&mRNA_Rspo1>=1.5410497188568115
cl92_n59_Chil1_Astro,0.421994885,11650,50,26,33,3,mRNA_Cryab,mRNA_Cxcl14,mRNA_Ptn,nan,nan,nan,cl92_n59_Chil1_Astro&mRNA_Cryab>=5.905498504638672&mRNA_Cxcl14>=8.190492630004883&mRNA_Ptn>=10.908719062805176
cl93_i58_Sln_Lamp5,0.747126437,11698,3,32,26,3,mRNA_Adarb2,mRNA_Nxph1,mRNA_Sncg,nan,nan,nan,cl93_i58_Sln_Lamp5&mRNA_Adarb2>=8.675996780395508&mRNA_Nxph1>=5.278872013092041&mRNA_Sncg>=2.687018632888794
cl94_e57_Cyp39a1_L4,0.45325779,11660,42,25,32,6,mRNA_Calb1,mRNA_Lamp5,mRNA_Neurod6,mRNA_Nrn1,mRNA_Rorb,mRNA_Rspo1,cl94_e57_Cyp39a1_L4&mRNA_Calb1>=8.91063404083252&mRNA_Lamp5>=8.139259338378906&mRNA_Neurod6>=8.629610061645508&mRNA_Nrn1>=10.20805835723877&mRNA_Rorb>=6.757073879241943&mRNA_Rspo1>=6.057583808898926
cl95_i57_Atp12a_Lamp5,0.223350254,11514,188,13,44,4,mRNA_Caln1,mRNA_Car4,mRNA_Lamp5,mRNA_Npy,nan,nan,cl95_i57_Atp12a_Lamp5&mRNA_Caln1>=8.671733856201172&mRNA_Car4>=7.768567085266113&mRNA_Lamp5>=10.557171821594238&mRNA_Npy>=14.289502143859863
cl97_i57_Pdyn_Sst,0.537190083,11699,3,44,13,4,mRNA_Lhx6,mRNA_Pvalb,mRNA_Sst,mRNA_Syt6,nan,nan,cl97_i57_Pdyn_Sst&mRNA_Lhx6>=7.898064613342285&mRNA_Pvalb>=2.599886894226074&mRNA_Sst>=11.163985252380371&mRNA_Syt6>=0.6438528299331665
cl98_n56_Cnn1_SMC,0.602941176,11673,30,15,41,2,mRNA_Map3k7cl,mRNA_Sncg,nan,nan,nan,nan,cl98_n56_Cnn1_SMC&mRNA_Map3k7cl>=1.1963326930999756&mRNA_Sncg>=9.90019416809082
cl9_i166_Tll1_Pvalb,0.692771084,11542,51,51,115,4,mRNA_Calb1,mRNA_Npy,mRNA_Nxph1,mRNA_Pvalb,nan,nan,cl9_i166_Tll1_Pvalb&mRNA_Calb1>=8.364791870117188&mRNA_Npy>=3.8702728748321533&mRNA_Nxph1>=8.645931243896484&mRNA_Pvalb>=9.331378936767578
